case_id,pipeline_id,complexity_stratum,perturbation_id,node_multiplier,edge_multiplier,human_multiplier,cost_registry_sha256,gold_cut_set,fuzzyxai_cut,baseline_cut,fuzzyxai_membership,baseline_membership,fuzzyxai_recertification,baseline_recertification,repair_baseline_recertification,false_certification,new_critical_violations
h10-c3:protocol_validation:image-quality:00484,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00485,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00486,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00487,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00488,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00489,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00490,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00491,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00492,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00493,image-quality,S1,node_up_edge_down_human_up,1.2,0.8,1.2,bb7a5ee3ba000375b4a930920dc7ebd87e641229bf30314cd8ace4b9022f2b21,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00494,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00495,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00496,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00497,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00498,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00499,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00500,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00501,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00502,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,[],[],"[""optimal-pair-01"", ""optimal-pair-23""]",False,False,False,False,False,False,0
h10-c3:protocol_validation:image-quality:00503,image-quality,S1,node_up_edge_down_human_up,1.2,0.8,1.2,bb7a5ee3ba000375b4a930920dc7ebd87e641229bf30314cd8ace4b9022f2b21,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00504,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00505,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00506,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00507,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00508,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00509,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00510,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00511,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00512,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00513,image-quality,S1,node_up_edge_down_human_up,1.2,0.8,1.2,bb7a5ee3ba000375b4a930920dc7ebd87e641229bf30314cd8ace4b9022f2b21,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00514,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00515,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00516,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00517,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00518,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00519,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00520,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00521,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00522,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00523,image-quality,S1,node_up_edge_down_human_up,1.2,0.8,1.2,bb7a5ee3ba000375b4a930920dc7ebd87e641229bf30314cd8ace4b9022f2b21,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00524,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00525,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00526,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00527,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00528,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00529,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00530,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00531,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,[],[],"[""optimal-pair-01"", ""optimal-pair-23""]",False,False,False,False,False,False,0
h10-c3:protocol_validation:image-quality:00532,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00533,image-quality,S1,node_up_edge_down_human_up,1.2,0.8,1.2,bb7a5ee3ba000375b4a930920dc7ebd87e641229bf30314cd8ace4b9022f2b21,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00534,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00535,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00536,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00537,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00538,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00539,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00540,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00541,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00542,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00543,image-quality,S1,node_up_edge_down_human_up,1.2,0.8,1.2,bb7a5ee3ba000375b4a930920dc7ebd87e641229bf30314cd8ace4b9022f2b21,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00544,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00545,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00546,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00547,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00548,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00549,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00550,image-quality,S4,node_up_edge_down_human_up,1.2,0.8,1.2,444c0b6380640f7fcfff41d671ee0e5aa6c1d398378d4e5c1377051cdb258f6b,"[[""alternative-global-b""]]","[""alternative-global-b""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,False,True,False,True,False,0
h10-c3:protocol_validation:image-quality:00551,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,"[[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]","[""fallback-known-4"", ""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
h10-c3:protocol_validation:image-quality:00552,image-quality,S5,node_up_edge_down_human_up,1.2,0.8,1.2,e67b896b35c58d3c4d2d393cb203a6f7c0a49e77314580088f4f45ed0c7ec08c,[],[],"[""optimal-pair-01"", ""optimal-pair-23""]",False,False,False,False,False,False,0
h10-c3:protocol_validation:image-quality:00553,image-quality,S1,node_up_edge_down_human_up,1.2,0.8,1.2,bb7a5ee3ba000375b4a930920dc7ebd87e641229bf30314cd8ace4b9022f2b21,"[[""direct-0""]]","[""direct-0""]","[""direct-0""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00554,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00555,image-quality,S2,node_up_edge_down_human_up,1.2,0.8,1.2,8ecea534295574a7468228d6ece7ed10a3e90e52c16ebcd55809f17aaf855ab4,"[[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]","[""direct-0"", ""direct-1"", ""direct-2"", ""direct-3""]",True,True,True,True,True,False,0
h10-c3:protocol_validation:image-quality:00556,image-quality,S3,node_up_edge_down_human_up,1.2,0.8,1.2,0f474419ec65657bb2fbd8d20d4a343074c6ccc480bbe811ba8ae84a3bf746f3,"[[""optimal-pair-01"", ""optimal-pair-23""]]","[""optimal-pair-01"", ""optimal-pair-23""]","[""optimal-pair-01"", ""optimal-pair-23""]",True,True,True,False,False,False,0
